group,filename,n,m,t,opt,lower,upper
TSPFST,eil101fst.stp,330,538,101,605,605,605
TSPFST,eil51fst.stp,181,289,51,409,409,409
TSPFST,eil76fst.stp,237,378,76,513,513,513
TSPFST,fl1400fst.stp,2694,4546,1400,17980523,17980523,17980523
TSPFST,fl1577fst.stp,2413,3412,1577,19825626,19825626,19825626
TSPFST,fl3795fst.stp,4859,6539,3795,25529856,25529856,25529856
TSPFST,fl417fst.stp,732,1084,417,10883190,10883190,10883190
TSPFST,fnl4461fst.stp,17127,27352,4461,182361,182361,182361
TSPFST,gil262fst.stp,537,723,262,2306,2306,2306
TSPFST,kroA100fst.stp,197,250,100,20401,20401,20401
TSPFST,kroA150fst.stp,389,562,150,25700,25700,25700
TSPFST,kroA200fst.stp,500,714,200,28652,28652,28652
TSPFST,kroB100fst.stp,230,313,100,21211,21211,21211
TSPFST,kroB150fst.stp,420,619,150,25217,25217,25217
TSPFST,kroB200fst.stp,480,670,200,28803,28803,28803
TSPFST,kroC100fst.stp,244,337,100,20492,20492,20492
TSPFST,kroD100fst.stp,216,288,100,20437,20437,20437
TSPFST,kroE100fst.stp,226,306,100,21245,21245,21245
TSPFST,lin105fst.stp,216,323,105,13429,13429,13429
TSPFST,lin318fst.stp,678,1030,318,39335,39335,39335
TSPFST,linhp318fst.stp,678,1030,318,39335,39335,39335
TSPFST,nrw1379fst.stp,5096,8105,1379,56207,56207,56207
TSPFST,p654fst.stp,777,867,654,314925,314925,314925
TSPFST,pcb1173fst.stp,1912,2223,1173,53301,53301,53301
TSPFST,pcb3038fst.stp,5829,7552,3038,131895,131895,131895
TSPFST,pcb442fst.stp,503,531,442,47675,47675,47675
TSPFST,pla7397fst.stp,8790,9815,7397,22481625,22481625,22481625
TSPFST,pr1002fst.stp,1473,1715,1002,243176,243176,243176
TSPFST,pr107fst.stp,111,110,107,34850,34850,34850
TSPFST,pr124fst.stp,154,165,124,52759,52759,52759
TSPFST,pr136fst.stp,196,250,136,86811,86811,86811
TSPFST,pr144fst.stp,221,285,144,52925,52925,52925
TSPFST,pr152fst.stp,308,431,152,64323,64323,64323
TSPFST,pr226fst.stp,255,269,226,70700,70700,70700
TSPFST,pr2392fst.stp,3398,3966,2392,358989,358989,358989
TSPFST,pr264fst.stp,280,287,264,41400,41400,41400
TSPFST,pr299fst.stp,420,500,299,44671,44671,44671
TSPFST,pr439fst.stp,572,662,439,97400,97400,97400
TSPFST,pr76fst.stp,168,247,76,95908,95908,95908
TSPFST,rat195fst.stp,560,870,195,2386,2386,2386
TSPFST,rat575fst.stp,1986,3176,575,6808,6808,6808
TSPFST,rat783fst.stp,2397,3715,783,8883,8883,8883
TSPFST,rat99fst.stp,269,399,99,1225,1225,1225
TSPFST,rd100fst.stp,201,253,100,764269099,764269099,764269099
TSPFST,rd400fst.stp,1001,1419,400,1490972006,1490972006,1490972006
TSPFST,rl11849fst.stp,13963,15315,11849,8779590,8779590,8779590
TSPFST,rl1304fst.stp,1562,1694,1304,236649,236649,236649
TSPFST,rl1323fst.stp,1598,1750,1323,253620,253620,253620
TSPFST,rl1889fst.stp,2382,2674,1889,295208,295208,295208
TSPFST,rl5915fst.stp,6569,6980,5915,533226,533226,533226
TSPFST,rl5934fst.stp,6827,7365,5934,529890,529890,529890
TSPFST,st70fst.stp,133,169,70,626,626,626
TSPFST,ts225fst.stp,225,224,225,1120,1120,1120
TSPFST,tsp225fst.stp,242,252,225,356850,356850,356850
TSPFST,u1060fst.stp,1835,2429,1060,21265372,21265372,21265372
TSPFST,u1432fst.stp,1432,1431,1432,1465,1465,1465
TSPFST,u159fst.stp,184,186,159,390,390,390
TSPFST,u1817fst.stp,1831,1846,1817,5513053,5513053,5513053
TSPFST,u2152fst.stp,2167,2184,2152,6253305,6253305,6253305
TSPFST,u2319fst.stp,2319,2318,2319,2322,2322,2322
TSPFST,u574fst.stp,990,1258,574,3509275,3509275,3509275
TSPFST,u724fst.stp,1180,1537,724,4069628,4069628,4069628
TSPFST,vm1084fst.stp,1679,2058,1084,2248390,2248390,2248390
TSPFST,vm1748fst.stp,2856,3641,1748,3194670,3194670,3194670
WRP3,wrp3-11.stp,128,227,11,1100361,1100361,1100361
WRP3,wrp3-12.stp,84,149,12,1200237,1200237,1200237
WRP3,wrp3-13.stp,311,613,13,1300497,1300497,1300497
WRP3,wrp3-14.stp,128,247,14,1400250,1400250,1400250
WRP3,wrp3-15.stp,138,257,15,1500422,1500422,1500422
WRP3,wrp3-16.stp,204,374,16,1600208,1600208,1600208
WRP3,wrp3-17.stp,177,354,17,1700442,1700442,1700442
WRP3,wrp3-19.stp,189,353,19,1900439,1900439,1900439
WRP3,wrp3-20.stp,245,454,20,2000271,2000271,2000271
WRP3,wrp3-21.stp,237,444,21,2100522,2100522,2100522
WRP3,wrp3-22.stp,233,431,22,2200557,2200557,2200557
WRP3,wrp3-23.stp,132,230,23,2300245,2300245,2300245
WRP3,wrp3-24.stp,262,487,24,2400623,2400623,2400623
WRP3,wrp3-25.stp,246,468,25,2500540,2500540,2500540
WRP3,wrp3-26.stp,402,780,26,2600484,2600484,2600484
WRP3,wrp3-27.stp,370,721,27,2700502,2700502,2700502
WRP3,wrp3-28.stp,307,559,28,2800379,2800379,2800379
WRP3,wrp3-29.stp,245,436,29,2900479,2900479,2900479
WRP3,wrp3-30.stp,467,896,30,3000569,3000569,3000569
WRP3,wrp3-31.stp,323,592,31,3100635,3100635,3100635
WRP3,wrp3-33.stp,437,838,33,3300513,3300513,3300513
WRP3,wrp3-34.stp,1244,2474,34,3400646,3400646,3400646
WRP3,wrp3-36.stp,435,818,36,3600610,3600610,3600610
WRP3,wrp3-37.stp,1011,2010,37,3700485,3700485,3700485
WRP3,wrp3-38.stp,603,1207,38,3800656,3800656,3800656
WRP3,wrp3-39.stp,703,1616,39,3900450,3900450,3900450
WRP3,wrp3-41.stp,178,307,41,4100466,4100466,4100466
WRP3,wrp3-42.stp,705,1373,42,4200598,4200598,4200598
WRP3,wrp3-43.stp,173,298,43,4300457,4300457,4300457
WRP3,wrp3-45.stp,1414,2813,45,4500860,4500860,4500860
WRP3,wrp3-48.stp,925,1738,48,4800552,4800552,4800552
WRP3,wrp3-49.stp,886,1800,49,4900882,4900882,4900882
WRP3,wrp3-50.stp,1119,2251,50,5000673,5000673,5000673
WRP3,wrp3-52.stp,701,1352,52,5200825,5200825,5200825
WRP3,wrp3-53.stp,775,1471,53,5300847,5300847,5300847
WRP3,wrp3-55.stp,1645,3186,55,5500888,5500888,5500888
WRP3,wrp3-56.stp,853,1590,56,5600872,5600872,5600872
WRP3,wrp3-60.stp,838,1763,60,6001164,6001164,6001164
WRP3,wrp3-62.stp,670,1316,62,6201016,6201016,6201016
WRP3,wrp3-64.stp,1822,3610,64,6400931,6400931,6400931
WRP3,wrp3-66.stp,2521,4858,66,6600922,6600922,6600922
WRP3,wrp3-67.stp,987,1923,67,6700776,6700776,6700776
WRP3,wrp3-69.stp,856,1621,69,6900841,6900841,6900841
WRP3,wrp3-70.stp,1468,2931,70,7000890,7000890,7000890
WRP3,wrp3-71.stp,1221,2414,71,7101028,7101028,7101028
WRP3,wrp3-73.stp,1890,3613,73,7301207,7301207,7301207
WRP3,wrp3-74.stp,1019,1941,74,7400759,7400759,7400759
WRP3,wrp3-75.stp,729,1395,75,7501020,7501020,7501020
WRP3,wrp3-76.stp,1761,3370,76,7601028,7601028,7601028
WRP3,wrp3-78.stp,2346,4656,78,7801094,7801094,7801094
WRP3,wrp3-79.stp,833,1595,79,7900444,7900444,7900444
WRP3,wrp3-80.stp,1491,2831,80,8000849,8000849,8000849
WRP3,wrp3-83.stp,3168,6220,83,8300906,8300906,8300906
WRP3,wrp3-84.stp,2356,4547,84,8401094,8401094,8401094
WRP3,wrp3-85.stp,528,1017,85,8500739,8500739,8500739
WRP3,wrp3-86.stp,1360,2607,86,86000746,86000746,86000746
WRP3,wrp3-88.stp,743,1409,88,88001175,88001175,88001175
WRP3,wrp3-91.stp,1343,2594,91,91000866,91000866,91000866
WRP3,wrp3-92.stp,1765,3613,92,92000764,92000764,92000764
WRP3,wrp3-94.stp,1976,3836,94,94001181,94001181,94001181
WRP3,wrp3-96.stp,2518,4985,96,96001172,96001172,96001172
WRP3,wrp3-98.stp,2265,4545,98,98001224,98001224,98001224
WRP3,wrp3-99.stp,2076,4072,99,99001097,99001097,99001097
WRP4,wrp4-11.stp,123,233,11,1100179,1100179,1100179
WRP4,wrp4-13.stp,110,188,13,1300798,1300798,1300798
WRP4,wrp4-14.stp,145,283,14,1400290,1400290,1400290
WRP4,wrp4-15.stp,193,369,15,1500405,1500405,1500405
WRP4,wrp4-16.stp,311,579,16,1601190,1601190,1601190
WRP4,wrp4-17.stp,223,404,17,1700525,1700525,1700525
WRP4,wrp4-18.stp,211,380,18,1801464,1801464,1801464
WRP4,wrp4-19.stp,119,206,19,1901446,1901446,1901446
WRP4,wrp4-21.stp,529,1032,21,2103283,2103283,2103283
WRP4,wrp4-22.stp,294,568,22,2200394,2200394,2200394
WRP4,wrp4-23.stp,257,515,23,2300376,2300376,2300376
WRP4,wrp4-24.stp,493,963,24,2403332,2403332,2403332
WRP4,wrp4-25.stp,422,808,25,2500828,2500828,2500828
WRP4,wrp4-26.stp,396,781,26,2600443,2600443,2600443
WRP4,wrp4-27.stp,243,497,27,2700441,2700441,2700441
WRP4,wrp4-28.stp,272,545,28,2800466,2800466,2800466
WRP4,wrp4-29.stp,247,505,29,2900484,2900484,2900484
WRP4,wrp4-30.stp,361,724,30,3000526,3000526,3000526
WRP4,wrp4-31.stp,390,786,31,3100526,3100526,3100526
WRP4,wrp4-32.stp,311,632,32,3200554,3200554,3200554
WRP4,wrp4-33.stp,304,571,33,3300655,3300655,3300655
WRP4,wrp4-34.stp,314,650,34,3400525,3400525,3400525
WRP4,wrp4-35.stp,471,954,35,3500601,3500601,3500601
WRP4,wrp4-36.stp,363,750,36,3600596,3600596,3600596
WRP4,wrp4-37.stp,522,1054,37,3700647,3700647,3700647
WRP4,wrp4-38.stp,294,618,38,3800606,3800606,3800606
WRP4,wrp4-39.stp,802,1553,39,3903734,3903734,3903734
WRP4,wrp4-40.stp,538,1088,40,4000758,4000758,4000758
WRP4,wrp4-41.stp,465,955,41,4100695,4100695,4100695
WRP4,wrp4-42.stp,552,1131,42,4200701,4200701,4200701
WRP4,wrp4-43.stp,596,1148,43,4301508,4301508,4301508
WRP4,wrp4-44.stp,398,788,44,4401504,4401504,4401504
WRP4,wrp4-45.stp,388,815,45,4500728,4500728,4500728
WRP4,wrp4-46.stp,632,1287,46,4600756,4600756,4600756
WRP4,wrp4-47.stp,555,1098,47,4701318,4701318,4701318
WRP4,wrp4-48.stp,451,825,48,4802220,4802220,4802220
WRP4,wrp4-49.stp,557,1080,49,4901968,4901968,4901968
WRP4,wrp4-50.stp,564,1112,50,5001625,5001625,5001625
WRP4,wrp4-51.stp,668,1306,51,5101616,5101616,5101616
WRP4,wrp4-52.stp,547,1115,52,5201081,5201081,5201081
WRP4,wrp4-53.stp,615,1232,53,5301351,5301351,5301351
WRP4,wrp4-54.stp,688,1388,54,5401534,5401534,5401534
WRP4,wrp4-55.stp,610,1201,55,5501952,5501952,5501952
WRP4,wrp4-56.stp,839,1617,56,5602299,5602299,5602299
WRP4,wrp4-58.stp,757,1493,58,5801466,5801466,5801466
WRP4,wrp4-59.stp,904,1806,59,5901592,5901592,5901592
WRP4,wrp4-60.stp,693,1370,60,6001782,6001782,6001782
WRP4,wrp4-61.stp,775,1538,61,6102210,6102210,6102210
WRP4,wrp4-62.stp,1283,2493,62,6202100,6202100,6202100
WRP4,wrp4-63.stp,1121,2227,63,6301479,6301479,6301479
WRP4,wrp4-64.stp,632,1281,64,6401996,6401996,6401996
WRP4,wrp4-66.stp,844,1691,66,6602931,6602931,6602931
WRP4,wrp4-67.stp,1518,3060,67,6702800,6702800,6702800
WRP4,wrp4-68.stp,917,1850,68,6801753,6801753,6801753
WRP4,wrp4-69.stp,574,1165,69,6902328,6902328,6902328
WRP4,wrp4-70.stp,637,1269,70,7003022,7003022,7003022
WRP4,wrp4-71.stp,802,1609,71,7102320,7102320,7102320
WRP4,wrp4-72.stp,1151,2274,72,7202807,7202807,7202807
WRP4,wrp4-73.stp,1898,3616,73,7302643,7302643,7302643
WRP4,wrp4-74.stp,802,1620,74,7402046,7402046,7402046
WRP4,wrp4-75.stp,938,1869,75,7501712,7501712,7501712
WRP4,wrp4-76.stp,766,1535,76,7602040,7602040,7602040
X,berlin52.stp,52,1326,16,1044,1044,1044
X,brasil58.stp,58,1653,25,13655,13655,13655
X,world666.stp,666,221445,174,122467,122467,122467
